isgood;title
y;shell to move to london and change name 
n;ev charging stations, cng outlet at petrol pumps before petrol sales: govt 
n;how la's ev hub is charging ahead with manufacturing, innovation 
n;volkswagen will spend $20 million to get its us dealers ev ready 
n;cities need to build robust ev infrastructure 
n;chevrolet previews electric equinox & blazer at ces 2022 
n;at 28.5% cagr, ev charger market to hit usd 31158.2 million by 2028 globally, says brandessence market research 
y;shell drops 'royal dutch' from name after relocation 
n;buying a home? why you should ask whether it's wired for electric vehicles even if you don't own one 
n;lubricating the future of electric vehicles, the ev fluid market will hit the value of usd 4224.42 million by 2027 | heat transfer fluid segment is ruling the market with more than 80% market share â€“ bonafide research 
n;here is nio's latest ev effort to take on tesla 
n;tesla challenger nio expands its ev battery program in china allowing drivers to upgrade to a 100 kwh battery pack 
n;european electric vehicle charging station markets, 2021
n;better buy: lucid or a 50/50 split of nio and xpeng? 
y;royal dutch shell plc confirms decision to move to uk and change name to shell plc 
n;tesla owners are taking over california again this summer 
n;snow lake lithium part 1: â€śmore lithium, please!â€ť on cleantech talk 
n;cleantechnica town hall â€” come learn about our upcoming series a & how you can become an owner of the worldâ€™s greatest media company 
n;electric vehicle fluids global market report 2022 
n;does the renewable energy & ev wave include shell & bp? 
n;shell consultant quits, citing â€śdisregard for climate change risksâ€ť 
n;surprise, surprise! toyota previews 15 electric cars coming by 2030 
n;ev charging at shell's india petrol pumps soon 
n;auto execs believe more than half of us car sales will be electric vehicles by 2030 
y;shell energy customer base grows as u.k. power suppliers go bust 
y;shell goes green as it rebrands uk household power supplier 
n;what's in a name? royal dutch no more. 
n;avoid shell energy at all costs â€“ royal dutch shell plc .com 
n;trustpilot verdict on shell energy customer service: awful, abysmal, abominable, ambivalent, atrocious and arrogant 
n;a few choice words on trustpilot about shell energy: horrific, liars and thieves, scumbags, absolutely appalling serviceâ€¦ 
y;shell broadband price gouging â€“ royal dutch shell plc .com 
y;shell energy broadband 'useless' â€“ royal dutch shell plc .com 
y;oil giant shell with bold moves towards a future focused on electricity generation 
y;shell aims to become world's largest electricity company 
n;the worst broadband company i have ever had to deal with 
y;shell sets tougher climate targets, q3 income below expectations 
n;terrible broadband, terrible customer service from shell energy 
y;shell profits soar to $9.1bn amid calls for windfall tax 
y;shell and bp should plough every spare penny back into the north sea 
n;big oil wants to be big wind. can fossil fuel companies be trusted? 
y;shell plans to drop dual share structure, become fully uk based 
y;shell opens first fast electric vehicle charging at uk petrol stations 
y;shell debuts electric vehicle chargers in singapore, first in southeast asia 
y;shell electric chargers to go into waitrose car parks 
y;shell buys its first electric car charging station firm in europe 
y;shell plans thousands of ultra
y;shell to install chargers for electric cars on european forecourts 
n;electric vehicle charging stations market worth $103.6 billion by 2028, growing at a cagr of 26.4% from 2021 
n;chpt stock has a really compelling long term case 
n;china's charge into an electric future 
y;shell fuel stations in uk, netherlands to add electric
y;shell goes green in europe with 80 new electric vehicle charging stations 
n;bp buys major electric vehicle charging company in latest oil industry move toward evs 
n;oil companies and utilities are buying up electric car charging startups 
n;totalenergies partners with uber to accelerate ev adoption 
n;pod point's power surge 
n;chevron invests in ev charging 
n;3 ev charging stocks to buy for huge gains in the 2020s 
n;china electric car chargers fleet outpaces us ev stations 
n;chargepoint raises another $127m as ev charging wars heat up 
n;truck makers face a tech dilemma: batteries or hydrogen? 
n;rocking down to electric avenue? good luck charging your car 
y;shell to set up 10,000 new gas stations 
n;ev charging stalwart chargepoint seeks $2.4b valuation in reverse merger 
n;bp invests $7m in electric vehicle charging firm iotecha 
y;shell to acquire timewise stores & establish foundation to grow company
n;hydrogen power forecast to bring new dimension to energy geopolitics 
n;ev charging keeps vc happy but investors should beware 
y;ads by shell and land rover banned over deceptive planet
n;the village that stood up to big oil â€“ and won 
y;royal dutch shell abandons the netherlands amid climate protests 
n;in a landmark case, a dutch court orders shell to cut its carbon emissions faster 
y;shell directors may face lawsuit over climate transition plans 
n;lawyer who defeated shell predicts 'avalanche' of climate cases 
y;the hague's ruling on shell's carbon emissionsâ€”more to come? 
y;shell climate case winner targets dozens more companies 
n;california assemblyman kills fossil fuel divestment billďżľ 
y;shell pledges to halve emissions by 2030 as it reports lower profits 
n;big setbacks propel oil giants toward a â€tipping pointâ€™ 
y;making sense of shell's exit from the permian basin 
n;why fossil fuel companies are reckoning with climate change 
n;isoprene market size, scope and forecast | nizhnekamskneftekhim, sibur, the goodyear tire & rubber company, royal dutch shell plc, kuraray co. ltd., zeon corporation, lyondellbasell industries nv, jsr corporation, ningbo jinhai chenguang, 
n;esg disputes in england: clientearth's derivative action against shell's board signals that the english courts may be considered an increasingly attractive forum 
y;shell says it hit peak oil production in 2019, will speed up move to net
n;wind turbine gear lubricant market size, scope and forecast | exxon mobil, royal dutch shell, amsoil, bp, chevron, castrol, kluber lubrication, afton chemical, evonik industries, fuchs â€“ designer women 
y;shell calls on investors to vote for its new climate strategy 
y;shell's 'carbon capture' plant emitting as much pollution as 1.2 million cars each year 
y;dutch court rules in climate case: royal dutch shell v friends of the earth netherlands and others 
y;royal dutch shell throws in the climate change towel, sees low
n;exxon, chevron, bp and others called to testify on climate disinformation 
y;despite its pledges, shell funded anti
n;climate science is supporting lawsuits that could help save the world 
y;shell â€” yes, that shell â€” just outlined a radical scenario for what it would take to halt climate change 
n;french oil giant total downplayed climate threat for decades, study says 
y;shell appeals $2 billion judgment in nigeria pollution case 
n;why climate lawsuits are surging 
y;dutch court rules oil giant shell must cut carbon emissions by 45% by 2030 in landmark case 
y;shell, environmental groups set for long haul in south africa wild coast dispute 
n;what next for climate change litigation after shell carbon dioxide emissions ruling? 
y;shell seismic tests approval complied with rules, s.africa minister says 
n;cellulose
n;ethyl benzene market: 2022 â€“ latest sales figure signals more opportunities ahead â€“ indian defence news 
y;shell's isolation at home increases as fund turns away from fossil fuels 
n;spotlight: climate change law, regulation and policy in netherlands 
y;shell in court over claims it hampered fossil fuels phase
n;as world leaders seek to rein in methane, texas' oil and gas industry pressured to cut emissions 
n;judgment reserved in case against shell's seismic survey along the wild coast 
y;shell's new emission targets fall short, activist investor says 
y;shell loses dutch court case over nigeria oil spills 
n;off site oil condition monitoring market: strategies, opportunities, top companies, regional analysis and forecast by 2029 â€“ designer women 
n;lawyer who defeated shell predicts 'avalanche' of climate cases 
n;europe lurches closer to energy crisis as kremlin cuts off gas supply to shell 
n;activist investor loeb takes shell stake, pushes to break up company 
y;shell gives up on uk's cambo field, in a win for climate activists 
n;congress' climate inaction puts spotlight on the courts 
n;how a powerful us lobby group helps big oil to block climate action 
n;news updates from november 15: dutch government scrambles to keep shell in netherlands, germany seeks tighter rules for unvaccinated residents, biden signs $1.2tn infrastructure bill into law 
n;global paraffinic process oil market 2022 channel, status, sales (revenue, volume), demand, trends, and company shares by geography, forecasts to 2030 â€“ indian defence news 
y;shell (rds.a) shareholders overwhelmingly agree on uk shift 
n;large
n;royal dutch shell is a top stock for 2020. hereâ€™s why. 
n;big oil earnings preview: why royal dutch shell stock could stand out. 
n;shares in shell and bp get short
n;3 great foreign companies to invest in right now 
n;i'd buy more royal dutch shell shares in 2022. here's why 
y;shell changes approved by shareholders 
n;should i buy more of the royal dutch shell stock now? 
n;where next for shell shares after q1 results? 
y;shell unveils record profits, but should investors back the oil giant? 
n;shell's share price is exploding higher. but is the stock a buy? 
n;shell shares rebound as investors eye fuel price cash boost 
n;royal dutch shell toppled as londons most highly
n;not even a billion more in buybacks can help bp, as stock weighs down the ftse 100 
n;oil and gas stocks are booming: will they go higher or have they peaked? 
n;royal mail, persimmon buck otherwise weak ftse 100 
n;five at five: shell gas booming, saatchi takeover conflict, lloyds remains attractive, and aston martin sales in slow lane 
n;why is shell so cheap? 
n;ftse rises as bp and shell shrug off windfall tax 
n;ftse dips as inflation surges to 10
y;shell says it needs government support to invest more into uk energy 
y;bp, shell and miners drag ftse 100 lower as brent crude falls to 18
n;five reasons not to slap bp and shell with a windfall tax 
n;london's ftse 100 beats broader uk market in first quarter 
n;ftse 100 closes ahead on friday as us stocks surge amid earnings season 
n;ftse 100 live: jd sports latest, elon musk urged to sell tesla stock 
n;ftse 100 closes higher as wall street stays positive ahead of fed meeting 
n;financial, travel stocks weigh on ftse 100 morrisons drops 
n;ftse 100 records worst session in a month on commodities rout 
n;new calls for windfall tax as shell unveils highest quarterly profit in eight years 
n;ftse 100 ends lower as uk growth improves 
n;ftse 100 weighed down by rio tinto, aviva leads gains 
n;ftse 100 closes higher despite us market woes 
n;ftse 100 suffers biggest fall since june 2020 as covid variant fears shake markets â€“ as it happened 
n;5 ftse 100 stocks i'd buy with âł10000 for a lifelong passive income 
n;ftse 100 closes higher as markets cheer powells reappointment 
n;royal dutch shell is a ftse 100 stock i would buy today 
n;oil could rise to $150 
n;shell is most vulnerable amongst big oil peers 
n;uk economic activity slows markedly in april amid rising inflation 
y;shell cuts dividend for first time since 1945 amid oil price collapse 
n;are bp and shell shares worth investing in for dividends and growth? 
n;3 things to loathe about royal dutch shell 
n;ftse 100 closes lower as stagflation concerns loom 
n;ftse 100 live: astra, lloyds bank, bae, shell report as uk re
n;royal dutch shell shares are falling today. here's what i'd do next 
n;the shell share price crashed 50% in 2 years. i'd buy rdsb now 
n;inflation soars to 5.5%. here are 3 cheap ftse 100 stocks i'd buy to beat it 
n;shell upgraded to equal weight as barclays says new framework addresses key concerns 
n;what to watch: oil price crash will cost shell $800m, more companies axe dividends, and stocks rise 
n;is this the year ftse 100 finally hits 8,000? 
n;astrazeneca's rise to the ftse top spot feels like a sell signal 
n;ftse 100 posts biggest fall in more than a month as us dollar surges 
n;energy, financials drag ftse 100 lower burberry tumbles 
n;is the ftse 100 about to hit 8,000? 
n;shell shares fall on disappointment over renewable energy spending plans 
n;bank of england hikes interest rates again 
n;how to buy, sell and short shell shares 
n;royal dutch shell vs the bp share price: which is right for me? 
n;5 ftse 100 stocks that could increase dividends in 2022 
n;the ten stocks powering the ftse 100 | money | the sunday times 
n;activist investors descend on 'bargain basement' uk companies 
n;1 ftse 100 stock to buy and hold! 
n;ftse jumps 1pc on results bonanza 
n;the new look ftse 100: how the index might evolve in 2022 and beyond 
n;global stock markets plummet and ftse 100 falls sharply 
n;the oil price has recovered from covid
n;gas prices soar 16pc as russia keeps taps closed 
n;ftse 100 ends in the green pushed higher by strong us markets and energy stocks 
n;here are our top ftse 100 dividend paying stocks and etfs in 2021 
n;2022 dividend forecasts: gsk, barclays, shell 
n;ftse leaves coal and oil firms and g4s on ethical investment list 
n;'attractive' tesla shares surge on credit suisse's $1000 forecast 
n;here are the top holdings in a ftse 100 fund right now 
n;ftse 100 gains on upbeat coca
n;royal dutch shell plc strongly positioned for the future of energy 
y;shell to move headquarters to u.k., revamp share structure and drop 'royal dutch' 
y;shell, harbour team up in u.k. carbon capture, hydrogen project 
n;exclusive mercuria bulks up energy transition team with bp, shell hires 
y;shell scraps plans to develop cambo north sea oilfield 
n;oil majors under pressure as activists circle 
n;why renewable energy infrastructure needs to be built for a circular economy | greenbiz 
y;'energy and commercial expertise': shell names sawan as new gas and renewables chief | recharge 
y;shell to increase renewables spending under sped
y;shell hires orsted's brostrom to lead global renewables unit 
y;qatarenergy, shell to develop joint hydrogen projects in uk 
y;shell sets new target to halve scope 1 and 2 absolute 
n;shell share price forecast: is it time to start selling? 
y;shell to boost shareholder returns after oil price jump. investors shouldnâ€™t get too excited. 
n;global toluene derivatives market 2022 revenue, opportunity, forecast and value chain 2028 â€“ indian defence news 
n;biomass gasification market 2022 top players list:air liquide, thyssenkrupp, synthesis energy systems, siemens â€“ indian defence news 
n;dental microscope industry is expected to reach $8 billion by 2028 
n;north america pharmaceutical solvent market value to grow by almost usd 2271558.55 thousand by 2028 
n;weeks after victory over shell, activists target new oil search in south africa 
y;shellâ€™s earnings miss caps the end of a brutal year. but a dividend hike is ahead. 
n;shell's dividends back to the future on strong oil prices 
n;royal dutch shell share price forecast: is it time to buy? 
n;the boom in oil stocks could be over 
n;oil company shares dip on us reserves release 
n;johnson & johnson is one of our stock picks for 2022 
n;'they're ignoring all the alarms': contractor resigns from shell with warning to staff about 'extreme harm' to planet 
y;shell to go ahead with seismic tests in whale breeding grounds after court win 
y;devon, conoco said to study $10 billion shell permian assets 
n;shares in royal dutch shell hit 18
y;shell declares force majeure on nigerian forcados crude 
y;shell to invest âł25bn in uk after cutting ties with russia in huge energy crisis boost 
n;australian lng output hit by shell, chevron outages this week 
y;shell blocked by south african villagers from seismic gas exploration 
y;shell ordered to deepen carbon cuts in landmark dutch climate case 
y;shell confirms plan to appeal landmark dutch climate ruling 
n;oil companies have trillions in unpaid health & environmental debt 
n;global marine gear oil market focusing on trends and innovations during the period until 2022
y;shell commits to net zero emissions by 2050 
n;shell is not a green saviour. itâ€™s a planetary death machine 
n;climate case against shell begins in the netherlands 
y;shell tries to spin oil into a green (as in the environment) future 
n;opec, russia seen gaining from climate activist wins 
n;pilipinas shell adopts tcfd, gets green office rating 
n;bp and shell identify as environmentalists, but what does it mean for investors? 
y;shell to hike shareholder returns after oil price boost 
y;shell flags $400 million hurricane hit, but boost from soaring prices 
y;royal dutch shell finally delivers big stock buyback but shares tumble 
n;are shell shareholders in for a windfall? 
y;shell plans to save $10bn in face of oil price crash and coronavirus pandemic 
n;is now a good time to shell out on big oil? 
y;shell's q4 profits halve to $2.9b 
y;shell and bp shares: what the city really thinks 
n;conocophillips forecasts 16% rise in 2022 shareholder returns 
n;u.s. oil services firm baker hughes to buy back $2 billion in shares 
y;shell boss cashes in on shares worth âł3.9m after price rise 
n;oil & gas stock roundup headlined by chevron & diamondback 
y;shell cuts dividend for first time since second world war 
n;â€hard to win this gameâ€™: bp poised to become first oil major to resume share buybacks â€“ but competitors remain cautious 
n;bp earnings soared past expectations. here's what it's doing with the profits. 
n;don't sell shell (nyse:shel) 
n;the road to exxon's long
n;spain's repsol hikes low
n;share buybacks: the case for and against a company repurchasing its own stock 
n;shell profits soar to four
n;bp boosts dividend as profit tops forecast and ceo bows out 
n;global favorites to gas up your portfolio: royal dutch, total s.a. and petrochina 
n;european markets close higher as investors digest earnings, dovish fed comments 
y;shell counts $800m cost of ferocious rout in oil prices 
n;philips plots $1.8 billion buyback amid appliances windfall 
n;recommended cash and share offer for bg group plc by royal dutch shell plc 
n;aviation fuel global market report 2022 
n;bioenergy market to reflect a holistic expansion during 2027 â€“ top companies like envitec biogas ag babcock & wilcox orsted a/s 
n;biofuels market by emerging trends, business strategies, technologies, revenue & to grow at cagr of 7.8% by 2027 
n;biodiesel market swot analysis by future insights from 2022
n;raizen invests $390 million to turn waste into fuel 
n;industrial alcohol market 2021 executive summary, segmentation,review,trends, opportunities to 2028 
y;shell starts production at us renewable natural gas facility 
y;shell signs agreement with sbi bioenergy inc. 
n;aviation fuel market size to increase by usd 44.77 bn| 47% of the growth will originate from apac| technavio 
n;with investment from shell, lanzajet looks to produce 10 million gallons of ethanol
n;biodiesel market to develop at cagr of 6.9% during forecast period, observes tmr study 
n;exclusive exxon, chevron look to make renewable fuels without costly refinery upgrades 
y;shell looks to biomethane lng for heavy vehicles and maritime transport 
n;google joins companies studying sustainable aviation fuel 
n;the growing dilemma of oil refiners: move to biofuels or stick with what they know? 
n;vertex to acquire alabama refinery, produce renewable diesel 
n;raă­zen raises $1.15b in biggest brazil ipo of the year 
n;inspire clean energy and shell close acquisition deal 
y;shell inks renewable diesel deal in oregon 
y;shell sells stake in german biofuel firm choren 
y;shell oil provides surprising developments in renewable energy along with oil and gas tech 
n;world fuels services supplied saf for royal tour 
n;european oil majors maintain lead in energy transition plans 
y;shell campaign promoting carbon offsetting is greenwashing, dutch advertising watchdog rules 
n;canfor invests in new biofuel plant in bc 
n;activist investor dan loeb increases shell stake, reuters reports 
n;energy news monitor | volume xviii, issue 28 
n;alberta biofuel firm sbi bioenergy signs commercialization deal with shell 
n;worley : working on a major low
n;forge announces investment from shell ventures and valent low
n;windfall tax on energy firms still an option 
n;windfall tax â€“ royal dutch shell plc .com 
y;shell india to build new demo biofuel plant in bangalore 
n;global bioenergy market is expected to reach $217.8 billion by 2030: allied market research 
n;biofuel could save oil companies as more transit goes electric 
n;energy trader gunvor to cut emissions by 40%, sets up renewables arm 
n;trinidad provides hydrocarbons output forecast, updates renewable energy plans 
y;shell canada says dutch court ruling won't change its plans 
n;how to transform garbage into greener fuels 
n;lawsuits target exxon's social media 'green washing' 
n;5 ways shell is rethinking fuel 
n;kuehne+nagel supports building one of europe's largest biofuel plants 
y;shell, accenture and amex gbt launch saf book
n;germany and uk reported to be pushing for temporary biofuel mandate waivers 
n;sulzer to support shell to produce 820'000 tons of biofuels per year at new rotterdam facility | impeller.net 
n;can farm and food waste power tomorrow's airplanes? 
n;french formula 4 championship teams with repsol on biofuel for racing 
y;shell to build one of europe's biggest biofuel facilities 
n;indycar, shell to introduce 100% renewable biofuel in 2023 
y;shell making 'strong progress' towards net
n;petrol prices may remain high on shortage of refining capacity, says shell chief 
n;asian airlinesâ€™ biofuel needs spur shell to mull building singapore plant 
n;watch: white house press secretary karine jean
n;biodiesel market consumption is expected to reach us$ 59 bn by the end of 2032 â€“ persistence market research 
y;shell eyes new biofuels plant in singapore 
n;atlas copco strengthens shell biofuel plant with co2 compression tech 
y;shell says hydrogen is heavy transportâ€™s future. what now for biofuels? 
n;australiaâ€™s salt motorcycles develops 1,200cc hydrogen
y;shell scotford ponders biofuels investment 
n;kuehne+nagel to support shells biofuels project in the netherlands 
y;shell to move hq to the uk 
y;shell introduces biofuel with 33 percent sustainable materials 
n;playing the long game: exxonmobil gambles on algae biofuel 
y;shell eyes biohythane potential in brazil 
n;refinery news roundup: saf moving into focus in europe 
y;shell trading to purchase biofuel from next renewable fuels | biomassmagazine.com 
n;totalenergies and repsol boost biofuels as demand grows in europe 
n;eni signs agreement with mozambique to develop biofuel feedstock 
n;biofuel gets the formula 1 treatment from shell & scuderia ferrari 
n;port of amsterdam to witness fivefold increase in biofuel production 
n;cma cgm launches biofuel trial for up to 32 ships 
y;shell names developer for rotterdam saf plant 
n;exxonmobil pursues biofuels with biojet as acquisition 
n;unifeeder bunkers its first 100% biofuel from varo 
n;behind the hot year for biofuels m&a: 2021 review and outlook 
y;shell invests in aviation biofuels startup lanzajet | greenbiz 
y;shell aviation and amex form alliance to increase supply of saf 
n;vp racing fuels is developing biofuels with renewable components 
n;soy crush rapidly expands, bringing opportunity and worries 
n;renewable diesel to outstrip supply of biodiesel in us 
n;the digital transformation of brazil biofuel... 
n;reg produced 480 million gallons of biodiesel in 2021, new report 
n;recent advances in biofuel production from waste 
n;refinery news roundup: european plants ramping up renewables projects 
n;renewable energy group stock pops after chevron agrees to acquire the company 
n;the massive disconnect between big oil's words and actions, in data 
n;eu biofuels chain critical of statement on blending mandates 
y;shell buys rights to sbi bioenergy biofuel technology | biomassmagazine.com 
n;g7 accused of 'backsliding' on climate goals over energy security fears 
n;drive to greater biofuel usage hampered by high costs and lack of feedstock availability, weo report reveals 
n;the massive disconnect between big oil's words and actions 
n;uco supply reaching its limits 
n;biofuels as an indispensable component of security of supply 
n;repsol to supply biofuel for french formula 4 championships 
y;shell to supply saf to dhl at schiphol 
n;reg, bunker holding enter partnership to advance biodiesel use in marine markets 
n;'fit for 55' and its impact on the biofuels industry 
n;toyotsu performs first trial in japan to supply biodiesel fuels to ships at nagoya 
n;poet's bioethanol plant in indiana to restart 
n;airlines seek clearance for liftoff on sustainable aviation fuels 
n;refinery news roundup: european plants to supply saf to airports 
n;gevo's $8 billion dollar day 
n;enerkem produces saf from forest biomass | biomassmagazine.com 
n;biden to lift summer restrictions on e15 in the us 
n;nestlă© unveils switch to renewable energy for its truck fleet 
n;exxonmobil to commercialise biofuels from algae technology 
n;e15 sales surged to new records in us last year 
n;maersk explores new ways to accelerate green fuel production in egypt 
n;2.6b gallons per year of biofuel! sgp bioenergy, panama to build world's largest advanced biofuel production hub 
n;enviva signs new deal for saf and biodiesel production 
n;ewaba welcomes more stringent standards for biofuel certification schemes 
n;work begins on repsol's biofuels plant in spain 
n;podcast: turning non
n;novel microscopic picoshell particles developed: advance can expedite research of microalgae efficient in converting light into biofuels to help combat climate change 
n;brazil cuts biodiesel mandate for rest of 2022 
n;uco to be collected from 300 restaurants to produce renewable diesel 
n;verbio plant to operate as biorefinery in 2023 
n;equinor brings shell in to gulf of mexico project 
n;natural gas liquids market in
y;shell fetches two local bids for nigerian business: press 
n;are these 2 natural gas stocks set to light up? 
n;oil & gas stock roundup: shel oks project down under, cvx gets venezuela reprieve 
y;shell ceo says 'significant struggle' for natural gas and oil supply to continue on rising demand 
n;trinidad boosts lng exports to europe, rushes more gas output 
y;shell set to end natural gas supply to ilijan power plant 
n;in beaver county, a mix of hope and fear over startup of shell's ethane cracker 
n;conoco (nyse:cop) invests in qatar's $29 billion natural gas expansion plan 
y;shell's lng trading arm said to benefit from global natural gas price gains 
n;protests fail to derail shell's annual meeting with shareholders strongly supporting energy transition 
y;britain approves plans for new shell north sea gas field 
y;gazprom cuts gas supply to orsted and shell energy 
y;shell unveils lng outlook amid heightened uncertainty [gas in transition] 
y;shell and siemens energy deliver 'uncomfortable truths' on natural gas at all
y;shell cites maintenance, third parties as lng liquefaction, sales volumes decline in 2q 
y;shell plans to expand natural gas business despite climate pledge 
y;shell to simplify business with 'resounding support' by shareholders 
n;idaho dairy and shell to open natural gas facility 
y;shell to power natural gas field offshore malaysia with solar and wind 
y;beijing gas in talks over 10
y;shell to set up lng stations, bullish on natural gas market in india 
y;china wants to buy shell's stake in russian natural gas export project 
y;shell, totalenergies and petrobras say production underway at deepwater megaproject off brazilian coast 
y;oman in talks with shell, totalenergies to develop gas block 11 
y;u.k. regulator poised to approve shell north sea gas project 
y;shell resumes shipping lng from prelude off australia 
n;natural gas filling stations market size, scope and forecast | china petroleum and chemical corp., clean energy fuels corp., cummins inc., dover corp., exxon mobil corp., indraprastha gas ltd., l'air liquide sa, royal dutch shell plc, total sa and 
n;coal gasification market size, scope and forecast | general electric company, royal dutch shell plc, mitsubishi heavy industries, ltd., sedin engineering, mcdermott international, inc., kbr, inc., oil and natural gas corporation ltd. â€“ designer women 
y;shell pursues $7 billion buyback 'at pace' despite lng troubles 
n;netherlands may double groningen natural gas output to meet increasing demand 
n;liquefied natural gas market is expected to grow at an impressive cagr by 2028| royal dutch shell, exxonmobil, chevron 
n;natural
n;lng canada construction hits halfway point 
n;us natural gas sales poised to jump as demand rises and global supplies remain tight 
n;germany, qatar at odds over terms in talks on lng supply deal 
y;qatar inks spa with shell to expand lng supply to china 
n;russia takes over the sakhalin
n;tanzania inks deal with shell, equinor for $30
y;shell's venter ships off for eig's lng unit 
y;shell assessing russian decree on sakhalin
y;shell's huge floating lng plant could shut within days amid dispute 
n;top headlines: explosion at texas lng plant and more 
y;shell australia's crux project to address growing lng demand 
y;shell producing natural gas at t&t's colibri, fueling lng exports 
y;shell idles lng ships owned by russia to avoid sanction risk 
y;shell cleared to restart prelude lng output off australia 
n;lng bunkering market 2022 forecasts analysis, company profiles, competitive landscape and key regions 2030 | totalenergies, shell, gasum, equinor, molgas (gasnor) â€“ indian defence news 
y;japan
n;shell: 1st in netherlands to offer bio
n;shell is 1st in netherlands to offer bio
y;shell partners with crowley for lng bunkering barge on east coast 
n;us seen gaining momentum in 2022 on imperative to better measure lng emissions 
n;'breakthrough:' vital agreement on $30 billion tanzania lng project could be wrapped up by may 
n;trinidad govt signs atlantic lng restructuring deal with shell and bp 
y;regulators order shell's prelude lng to shut down for safety review 
y;oil giant shell feels heat over giant $21 billion prelude floating lng plant 
y;shell convent site to become alternative fuels complex 
y;shell eyes lng expansion 
n;global lng demand expected to almost double by 2040: shell 
y;romania looking to partner
y;japan fears china
y;shell restarts prelude floating lng offshore australia 
n;leading lng players come together on what makes a cargo carbon
n;slug of equity in shell's crux lng project expected to sell for up to $400m 
y;uk's shell idles two russian lng vessels 
y;shell to install kongsberg's jaws software on 45 lng 
y;russian parliament leader calls on shell and japanese firms to give up sakhalin lng stakes 
y;shell and gazprom lose claim over mexican lng facility 
y;lng industry spotlight with basf and shell 
y;exxon, shell in east african lng race 
n;the biden administration promises us lng for europe. how does that work? 
n;uk's lng infrastructure + export pipelines offer europe a bridge to energy security 
y;shell charters avenir achievement lng bunkering vessel 
y;shell's crux lng project close to fid, says partner 
y;global lng demand expected to almost double by 2040 
y;shell, seven group invest $3.5b in crux gas for prelude as unions take action 
y;shell takes delivery of europe's first carbon
y;shell in talks with indian group to sell russian lng plant stake 
y;lng global demand doubling to 700m tons by 2040, shell energy report forecasts 
y;shell lng canada's coronavirus restart plan approved 
n;worldwide lng bunkering industry to 2031 
y;shell exits gazprom
n;nextdecade delays rio grande lng decision until second half 
y;shell sees lng volumes and upstream results slide in 2020, along with profits 
y;kogas to promote lng bunkering business with shell 
n;asian lng prices fall as import demand from china muted 
y;shell warns of liquefied natural gas shortage as lng demand blows past expectations 
y;shellâ€™s $12 billion prelude lng barge drifts toward a finale 
y;cheniere and shell deliver carbon
n;venture global gets u.s. ok to load lng on first vessel at la. calcasieu plant 
n;most of the world's proposed lng projects unlikely to be built as investors fall out of love with natural gas 
n;ghana plans to become west africa's gas hub with import terminal 
n;tokyo gas, shell sign lng deal linked to coal pricing in rare move 
n;venture global's calcasieu pass plant in louisiana close to producing lng 
n;regulator orders shell to stop output at prelude flng until safe 
y;shell advances philippines lng dream 
n;'return of north american lng fids' seen in 2022 
n;analysis: oil majors beat traders, gas rivals to cash in on lng price spike 
n;ships carrying natural gas head for europe as prices surge to new high 
n;don't count on lng to save europe from a winter gas crunch 
y;hungary signs gas deal with shell, its first in the west 
y;shell sketches bright future for liquefied natural gas 
n;venture global seeks u.s. ok to start commissioning la. calcasieu lng 
n;canada's problems getting lng to a thirsty world are allowing u.s. competitors to thrive 
y;shell inks $2.5 billion australian lng stake sale to gip 
n;16 states ask 1st circ. to redo rhode island climate case 
y;court orders shell to slash emissions in historic ruling 
y;shell companies case: jharkhand challenges high court order in supreme court 
y;south african court orders shell to halt seismic shoot 
y;shell exposing itself to liability by ignoring court order to reduce emissions: milieudefensie 
y;shell's 2030 climate target falls short of dutch court ruling protests grow 
y;dutch court orders shell nigeria to compensate farmers 
n;california takes aim at supreme court's concealed gun ruling 
n;calabasas man agrees to plead guilty to charges for scamming cannabis vaping business investors out of at least $28 million 
y;shell obtains injunctions against uk climate protests 
n;wash county judge order halfway man's attempted murder case to proceed 
n;n800bn judgment: shell md, others ordered to appear april 8 
n;odey urges shell to drop appeal against order to slash emissions 
n;cbi claims maiank mehta is nirav modiâ€™s co
n;with environmental groups taking to courts as never before, the energy transition is boom time for lawyers 
y;shell climate case to return to focus at annual shareholder meeting 
n;feds get more time to start up massive hanford plant. construction began 20 years ago 
y;court orders shell to deposit $2 billion, stop sales of assets 
y;shell escaped liability for oil spills in nigeria for years. then four farmers took them to court â€” and won 
y;shell will pay $111 million to end nigerian oil
y;shell asks court to overturn n800bn oil spill judgement 
y;dutch court orders shell to pay $2.8 million fine for 2014 plant blast 
n;n800bn judgment: shell md, others risk imprisonment for contempt 
y;court orders shell to pay ogoni communities n45.9 billion in 21 days 
y;equinor does not expect 'shell verdict' in norway 
n;federal court orders fec to rule on nra shell entity campaign allegation 
n;court revokes gulf of mexico oil and gas leases, citing climate change 
n;indian jailed in case linked to petroleum theft at singapore refinery 
y;reactions as dutch court orders shell nigeria to compensate farmers over spills 
n;left renounces independence day on twitter: 'burn this country to the godd
y;spdc, shell go to owerri court to appeal $1.95bn judgement debt â€“ businessamlive 
y;nigerians win uk court ok to sue shell over oil spills 
y;shell climate lawsuit: dutch activists push courts for steeper emissions cuts 
y;nigerians can sue shell in u.k. over spills, top court says 
y;clf files motion seeking shell oil climate documents 
n;u.s. supreme court backs energy companies over baltimore in climate case 
